Species	BigJulian	Julian	Date	Lake	CountedBy	Total	UA	UJ	UninfectedMales	UninfectedEphip	APasteuria	JPasteuria	MalePasteuria	EphipPastueria	Brood	ACaullerya	JCaullerya	MaleCaullerya	EphipCaullerya	AWBD	JWBD	MaleWBD	AScarlet	JScarlet	MaleScarlet	EphipScarlet	AMetsch	JMetsch	MaleMetsch	EphipMetsch	ALarssonia	JLarssonia	ASpider	JSpider	MaleSpider	JPastMetsch	ACaullPasteuria	JCaullPasteuria	ACaullBrood	UnknownMicrosporidian	AMilkyGut	AGut	BroodEphip	MetschEphip	SpiderEphip	Hyphal.brood	Unknown	Unknown.oval.parasite..probably.microsporidian.	ACaullLarss	WBDJ	EphipScar	AUnknownGut	JUnknownGut	MaleUnknownGut	AScar	ACaull	JCaull	AMetschCaull	X	EphipWBD	BroodWBD	Ovary	EphipCaull	Brood.1	Spider	AGurleya	Hyphalbrood	AMetschLarssonia	AUnknownMicrosporidian	AUnknown	Gurleya	ASpiderPast	APastBrood	APastMetsch	ACaulPast	BroodLarssonia	APastCaullerya	betterDates	pasttot	proppast	metschtot	propmetsch	broodtot	propbrood	caulltot	propcaull	scartot	propscar	larsstot	proplarss	spidertot	propspider	gurleyatot	propgurleya
dentifera	15215	215	8/3/2015	Bishop	MAD	228	82	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/3/2020	0	0	0	0	0	0	0	0	1	0.004385965	0	0	0	0	0	0
dentifera	15215	215	8/3/2015	Appleton	KKH	89	37	49	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/3/2020	0	0	0	0	0	0	0	0	2	0.02247191	1	0.011235955	0	0	0	0
dentifera	15215	215	8/3/2015	LittleAppleton	CDG	460	186	260	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/3/2020	4	0.008695652	0	0	0	0	6	0.013043478	3	0.006521739	1	0.002173913	0	0	0	0
dentifera	15216	216	8/4/2015	Gosling	CLS	257	91	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/4/2020	0	0	0	0	0	0	0	0	1	0.003891051	2	0.007782101	0	0	0	0
dentifera	15216	216	8/4/2015	Sullivan	CDG	209	72	134	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/4/2020	2	0.009569378	0	0	0	0	0	0	0	0	1	0.004784689	0	0	0	0
dentifera	15216	216	8/4/2015	Pickerel	KKH	207	127	69	0	0	1	6	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/4/2020	7	0.033816425	0	0	3	0.014492754	1	0.004830918	0	0	0	0	0	0	0	0
dentifera	15218	218	8/6/2015	Whitmore	CDG	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/6/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15219	219	8/7/2015	Walsh	MAD	234	124	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/7/2020	0	0	1	0.004273504	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15219	219	8/7/2015	Mill	CLS	136	77	57	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/7/2020	0	0	0	0	1	0.007352941	1	0.007352941	0	0	0	0	0	0	0	0
dentifera	15223	223	8/11/2015	North	KKH	200	67	119	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/11/2020	0	0	0	0	11	0.055	3	0.015	0	0	0	0	0	0	0	0
dentifera	15223	223	8/11/2015	Bruin	KKH	54	46	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/11/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15223	223	8/11/2015	CrookedP	KKH	150	86	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/11/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15226	226	8/14/2015	CrookedW	KKH	199	127	70	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/14/2020	1	0.005025126	0	0	1	0.005025126	0	0	0	0	0	0	0	0	0	0
dentifera	15226	226	8/14/2015	Cedar	CLS	223	120	81	0	0	10	1	0	0	5	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/14/2020	11	0.049327354	0	0	5	0.022421525	0	0	4	0.01793722	2	0.00896861	0	0	0	0
dentifera	15229	229	8/17/2015	Bishop	CDG	207	84	119	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/17/2020	1	0.004830918	0	0	0	0	3	0.014492754	0	0	0	0	0	0	0	0
dentifera	15229	229	8/17/2015	Appleton	KKH	91	28	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/17/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15229	229	8/17/2015	LittleAppleton	KKH	258	114	137	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/17/2020	4	0.015503876	0	0	0	0	3	0.011627907	0	0	0	0	0	0	0	0
dentifera	15232	232	8/20/2015	Sullivan	KKH	217	56	156	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/20/2020	2	0.00921659	0	0	0	0	3	0.013824885	0	0	0	0	0	0	0	0
dentifera	15232	232	8/20/2015	Gosling	MAD	202	68	121	0	0	6	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/20/2020	11	0.054455446	0	0	2	0.00990099	0	0	0	0	0	0	0	0	0	0
dentifera	15232	232	8/20/2015	Pickerel	CDG	234	96	91	0	0	12	20	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/20/2020	32	0.136752137	0	0	4	0.017094017	12	0.051282051	0	0	0	0	0	0	0	0
dentifera	15233	233	8/21/2015	Whitmore	KKH	9	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/21/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15236	236	8/24/2015	Walsh	KKH	207	94	101	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/24/2020	8	0.038647343	4	0.019323671	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15236	236	8/24/2015	Mill	CLS	229	102	123	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/24/2020	2	0.008733624	1	0.004366812	0	0	1	0.004366812	0	0	0	0	0	0	0	0
dentifera	15237	237	8/25/2015	Bruin	CDG	77	55	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/25/2020	0	0	0	0	0	0	1	0.012987013	1	0.012987013	0	0	0	0	0	0
dentifera	15237	237	8/25/2015	CrookedP	CLS	210	117	92	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/25/2020	0	0	0	0	1	0.004761905	0	0	0	0	0	0	0	0	0	0
dentifera	15237	237	8/25/2015	North	KKH	202	40	160	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/25/2020	1	0.004950495	0	0	0	0	1	0.004950495	0	0	0	0	0	0	0	0
dentifera	15239	239	8/27/2015	CrookedW	CDG	132	48	83	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/27/2020	0	0	0	0	0	0	1	0.007575758	0	0	0	0	0	0	0	0
dentifera	15239	239	8/27/2015	Cedar	KKH	249	89	136	1	0	6	4	0	0	1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/27/2020	10	0.040160643	0	0	1	0.004016064	11	0.044176707	1	0.004016064	0	0	0	0	0	0
dentifera	15243	243	8/31/2015	Appleton	MAD	71	30	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/31/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15243	243	8/31/2015	LittleAppleton	CDG	329	78	229	0	0	1	6	0	0	0	10	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/31/2020	8	0.024316109	0	0	0	0	15	0.045592705	1	0.003039514	0	0	0	0	0	0
dentifera	15243	243	8/31/2015	Bishop	CLS	311	104	202	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8/31/2020	5	0.01607717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15244	244	9/1/2015	Sullivan	CDG	206	87	107	0	0	3	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/1/2020	8	0.038834951	0	0	0	0	4	0.019417476	0	0	0	0	0	0	0	0
dentifera	15244	244	9/1/2015	Gosling	MAD	256	132	92	0	0	14	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/1/2020	25	0.09765625	0	0	6	0.0234375	0	0	0	0	1	0.00390625	0	0	0	0
dentifera	15244	244	9/1/2015	Pickerel	CLS	478	140	273	0	0	4	45	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/1/2020	49	0.10251046	0	0	1	0.00209205	15	0.031380753	0	0	0	0	0	0	0	0
dentifera	15247	247	9/4/2015	Whitmore	MAD	11	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/4/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15251	251	9/8/2015	Walsh	CDG	208	71	128	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/8/2020	1	0.004807692	4	0.019230769	0	0	3	0.014423077	1	0.004807692	0	0	0	0	0	0
dentifera	15251	251	9/8/2015	Mill	KKH	223	111	107	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/8/2020	0	0	1	0.004484305	1	0.004484305	2	0.00896861	0	0	0	0	0	0	0	0
dentifera	15252	252	9/9/2015	North	CLS	445	220	189	0	0	13	1	0	0	13	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/9/2020	14	0.031460674	0	0	13	0.029213483	0	0	9	0.020224719	0	0	0	0	0	0
dentifera	15252	252	9/9/2015	Bruin	CDG	91	50	37	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/9/2020	0	0	0	0	0	0	4	0.043956044	0	0	0	0	0	0	0	0
dentifera	15252	252	9/9/2015	CrookedP	KKH	213	66	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/9/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15254	254	9/11/2015	Cedar	MAD	305	118	106	0	0	11	13	1	0	2	47	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/11/2020	27	0.08852459	0	0	2	0.006557377	53	0.173770492	1	0.003278689	3	0.009836066	0	0	0	0
dentifera	15254	254	9/11/2015	CrookedW	KKH	176	61	107	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/11/2020	0	0	0	0	1	0.005681818	7	0.039772727	0	0	0	0	0	0	0	0
dentifera	15257	257	9/14/2015	Appleton	KKH	92	36	55	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/14/2020	1	0.010869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15257	257	9/14/2015	Bishop	CDG	165	88	60	0	0	6	6	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/14/2020	12	0.072727273	0	0	1	0.006060606	4	0.024242424	0	0	0	0	0	0	0	0
dentifera	15257	257	9/14/2015	LittleAppleton	CLS	337	82	250	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/14/2020	0	0	0	0	2	0.005934718	2	0.005934718	0	0	0	0	0	0	0	0
dentifera	15259	259	9/16/2015	Pickerel	CDG	234	62	103	0	0	4	43	0	0	2	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/16/2020	48	0.205128205	0	0	2	0.008547009	21	0.08974359	0	0	0	0	0	0	0	0
dentifera	15259	259	9/16/2015	Gosling	KKH	202	93	105	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/16/2020	0	0	0	0	4	0.01980198	0	0	0	0	0	0	0	0	0	0
dentifera	15259	259	9/16/2015	Sullivan	MAR	299	144	125	0	0	8	4	0	0	0	14	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/16/2020	12	0.040133779	0	0	0	0	17	0.056856187	1	0.003344482	0	0	0	0	0	0
dentifera	15260	260	9/17/2015	Woodland	KKH	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/17/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15260	260	9/17/2015	Whitmore	MAR	15	9	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/17/2020	0	0	0	0	1	0.066666667	0	0	0	0	0	0	0	0	0	0
dentifera	15264	264	9/21/2015	Walsh	MAR	233	161	59	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/21/2020	6	0.025751073	4	0.017167382	2	0.008583691	0	0	1	0.004291845	0	0	0	0	0	0
dentifera	15264	264	9/21/2015	Mill	CDG	214	108	96	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/21/2020	2	0.009345794	0	0	0	0	8	0.037383178	0	0	0	0	0	0	0	0
dentifera	15266	266	9/23/2015	Bruin	KKH	89	25	52	9	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/23/2020	0	0	0	0	0	0	3	0.033707865	0	0	0	0	0	0	0	0
dentifera	15266	266	9/23/2015	CrookedP	CLS	350	140	208	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/23/2020	2	0.005714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15266	266	9/23/2015	North	CDG	98	38	48	0	0	1	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/23/2020	1	0.010204082	0	0	10	0.102040816	1	0.010204082	0	0	0	0	0	0	0	0
dentifera	15268	268	9/25/2015	CrookedW	KKH	154	65	85	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/25/2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dentifera	15268	268	9/25/2015	Cedar	CLS	217	80	109	1	0	14	1	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/25/2020	15	0.069124424	0	0	3	0.013824885	9	0.041474654	0	0	0	0	0	0	0	0
dentifera	15271	271	9/28/2015	Sullivan	MAR	368	70	204	6	0	9	24	0	0	0	17	36	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/28/2020	33	0.089673913	0	0	0	0	53	0.144021739	2	0.005434783	0	0	0	0	0	0
dentifera	15271	271	9/28/2015	Gosling	CDG	220	84	117	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/28/2020	0	0	0	0	18	0.081818182	0	0	0	0	1	0.004545455	0	0	0	0
dentifera	15271	271	9/28/2015	Pickerel	KKH	180	44	99	4	0	3	18	0	0	3	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/28/2020	22	0.122222222	0	0	3	0.016666667	8	0.044444444	1	0.005555556	0	0	0	0	0	0
dentifera	15273	273	9/30/2015	LittleAppleton	KKH	327	51	241	22	0	0	1	0	0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9/30/2020	1	0.003058104	0	0	3	0.009174312	10	0.03058104	0	0	0	0	0	0	0	0
